Account,Company,Order,SKU,Country,Year,Quantity,UnitPrice,transactionComplete
123456777,Loolo INC,99990,s7-supercomputer,Solomon Islands,1982,7738,203,False
123456784,Kirlosker Service Center,99982,s8-supercomputer,Guernsey,1972,6368,474,True
123456775,SAS Web Tec,99982,s10-supercomputer,Poland,2003,351,419,True
123456770,SAS Web Tec,99983,s11-supercomputer,Korea,2018,7685,455,False
123456787,Name IT,99985,s4-supercomputer,Nigeria,2008,9549,578,True
123456785,Loolo INC,99983,s4-supercomputer,Guyana,1999,3250,101,True
123456786,Super Sexy Dingo,99992,s9-supercomputer,Algeria,1983,1223,598,False
123456789,ABC Dogma,99995,s3-supercomputer,Luxembourg,2011,2661,219,True
123456783,Will LLC,99986,s5-supercomputer,Aruba,1971,5328,231,True
123456771,Loolo INC,99981,s8-supercomputer,Korea,1973,4769,75,False
123456770,SAS Web Tec,99989,s9-supercomputer,Cyprus,2001,5809,72,False
123456772,SAS Web Tec,99998,s10-supercomputer,Guernsey,1990,2002,675,False
123456772,Gen Power,99993,s3-supercomputer,Syrian Arab Republic,1991,2239,274,False
123456783,Super Sexy Dingo,99986,s2-supercomputer,Costa Rica,1991,4755,76,True
123456776,Kulas Inc,99985,s10-supercomputer,Moldova,1991,7892,537,False
123456782,My SQ Man,99995,s7-supercomputer,New Caledonia,1997,6828,297,False
123456785,Name IT,99998,s4-supercomputer,Japan,1972,9545,321,True
123456775,My SQ Man,99987,s11-supercomputer,Barbados,2002,9139,592,True
123456786,GitHub,99985,s2-supercomputer,Belize,2003,8097,413,True
123456783,Name IT,99986,s5-supercomputer,Marshall Islands,1984,3703,520,False
123456786,SAS Web Tec,99998,s8-supercomputer,Peru,1998,5473,576,True
123456779,Kirlosker Service Center,99980,s1-supercomputer,Congo,2009,7824,361,True
123456788,ABC Dogma,99990,s3-supercomputer,Papua New Guinea,1989,5859,462,True
123456774,Name IT,99986,s8-supercomputer,French Polynesia,1972,8259,83,True
123456775,Kirlosker Service Center,99999,s8-supercomputer,Faroe Islands,2001,743,59,False
123456785,Pryianka Ji,99995,s7-supercomputer,Barbados,2019,4272,476,True
123456775,Loolo INC,99980,s7-supercomputer,Guinea-Bissau,2013,8406,87,True
123456781,Pryianka Ji,99982,s8-supercomputer,Togo,2010,515,543,False
123456776,Will LLC,99997,s8-supercomputer,Faroe Islands,1997,8764,334,True
123456779,ABC Dogma,99996,s4-supercomputer,Guam,1986,3671,153,True
123456770,Name IT,99998,s5-supercomputer,Belize,1974,1413,139,True
123456781,Will LLC,99983,s8-supercomputer,Thailand,2008,9536,94,False
123456779,ABC Dogma,99981,s1-supercomputer,Kiribati,2000,8646,378,False
123456775,ABC Dogma,99990,s2-supercomputer,Maldives,1982,3096,686,True
123456787,Pryianka Ji,99994,s3-supercomputer,Iceland,1981,8219,400,False
123456782,Name IT,99985,s4-supercomputer,Holy See (Vatican City State),1979,2018,334,False
123456781,SAS Web Tec,99998,s6-supercomputer,Qatar,1985,3867,362,True
123456782,Loolo INC,99986,s2-supercomputer,British Indian Ocean Territory (Chagos Archipelago),2015,5149,17,True
123456780,Super Sexy Dingo,99990,s1-supercomputer,Serbia,1996,2862,292,False
123456789,Super Sexy Dingo,99980,s2-supercomputer,Palestinian Territory,2004,7316,463,False
123456787,SAS Web Tec,99982,s6-supercomputer,Trinidad and Tobago,1978,2469,434,True
123456778,Loolo INC,99983,s10-supercomputer,Guatemala,1972,9285,97,True
123456789,Pryianka Ji,99982,s4-supercomputer,Turkmenistan,1970,5545,625,False
123456778,Gen Power,99998,s5-supercomputer,Liberia,1982,7280,542,True
123456781,Kirlosker Service Center,99981,s10-supercomputer,Maldives,2010,5760,527,False
123456776,Kirlosker Service Center,99980,s10-supercomputer,Russian Federation,1988,4764,611,False
123456773,Kirlosker Service Center,99985,s2-supercomputer,Egypt,2010,6780,365,False
123456773,Kirlosker Service Center,99996,s3-supercomputer,Solomon Islands,2014,1112,662,False
123456779,Name IT,99990,s9-supercomputer,Guatemala,2018,2617,692,False
123456783,My SQ Man,99991,s4-supercomputer,Saint Pierre and Miquelon,2017,4670,468,False
123456780,Gen Power,99989,s6-supercomputer,Cote d'Ivoire,1991,2215,241,False
123456783,Pryianka Ji,99997,s6-supercomputer,Fiji,2011,2626,333,True
123456778,Super Sexy Dingo,99983,s6-supercomputer,Canada,1999,4168,555,True
123456787,SAS Web Tec,99985,s7-supercomputer,Angola,2017,6648,512,True
123456788,Kulas Inc,99998,s9-supercomputer,Honduras,2000,1094,340,False
123456780,Gen Power,99981,s6-supercomputer,Slovenia,2005,7957,465,True
123456781,Super Sexy Dingo,99989,s6-supercomputer,Oman,1996,8530,604,True
123456771,ABC Dogma,99992,s1-supercomputer,Italy,2019,3566,186,False
123456777,Name IT,99994,s8-supercomputer,Guyana,2015,3012,131,True
123456782,SAS Web Tec,99996,s9-supercomputer,Iceland,1995,5086,146,False
123456782,GitHub,99996,s1-supercomputer,Guinea-Bissau,1998,7968,484,False
123456789,Loolo INC,99993,s7-supercomputer,Iraq,2018,1835,399,True
123456772,My SQ Man,99987,s11-supercomputer,Ecuador,1973,2664,386,True
123456782,Pryianka Ji,99985,s1-supercomputer,Chile,1980,2079,240,True
123456787,Pryianka Ji,99991,s8-supercomputer,Ukraine,1989,8200,195,True
123456770,SAS Web Tec,99989,s8-supercomputer,Nepal,2005,4646,132,False
123456780,Kirlosker Service Center,99993,s2-supercomputer,Costa Rica,2007,7469,118,True
123456771,Will LLC,99980,s10-supercomputer,Turkey,2019,6135,654,False
123456777,Loolo INC,99982,s6-supercomputer,Oman,1990,1288,235,True
123456785,My SQ Man,99994,s1-supercomputer,Lithuania,2002,9153,110,False
123456772,Kirlosker Service Center,99989,s6-supercomputer,Singapore,1985,1193,620,True
123456781,Super Sexy Dingo,99996,s7-supercomputer,Qatar,1979,7091,584,False
123456786,GitHub,99994,s3-supercomputer,Congo,1981,5187,20,False
123456783,GitHub,99989,s8-supercomputer,Bhutan,2010,9158,215,True
123456784,SAS Web Tec,99998,s9-supercomputer,Libyan Arab Jamahiriya,1991,2003,574,True
123456779,GitHub,99989,s4-supercomputer,Grenada,1980,8720,450,False
123456782,SAS Web Tec,99997,s10-supercomputer,United Arab Emirates,2008,6514,338,True
123456777,Gen Power,99983,s4-supercomputer,Mauritius,1979,4855,263,False
123456778,Pryianka Ji,99986,s2-supercomputer,Cyprus,2000,2004,687,False
123456778,Pryianka Ji,99983,s9-supercomputer,Reunion,2002,7679,588,True
123456778,Kirlosker Service Center,99983,s1-supercomputer,Korea,2016,6857,674,True
123456773,Gen Power,99985,s7-supercomputer,China,1983,3633,90,False
123456783,SAS Web Tec,99987,s2-supercomputer,Bolivia,2014,8207,523,True
123456774,Will LLC,99995,s10-supercomputer,Moldova,2001,4491,124,True
123456785,Kirlosker Service Center,99986,s9-supercomputer,Martinique,1975,3919,334,False
123456771,Name IT,99996,s6-supercomputer,Wallis and Futuna,1996,3637,307,False
123456779,Loolo INC,99993,s7-supercomputer,Saint Helena,1988,5359,636,True
123456775,Pryianka Ji,99989,s7-supercomputer,Lebanon,1987,2725,389,True
123456776,Will LLC,99985,s4-supercomputer,Armenia,1980,3407,676,True
123456789,GitHub,99987,s1-supercomputer,Tuvalu,1990,9028,55,False
123456774,Gen Power,99981,s5-supercomputer,Andorra,2006,7412,176,False
123456782,Kirlosker Service Center,99981,s3-supercomputer,Oman,1986,5394,314,False
123456776,GitHub,99999,s3-supercomputer,American Samoa,1970,5627,618,True
123456770,Super Sexy Dingo,99997,s11-supercomputer,Poland,1991,9299,202,False
123456779,ABC Dogma,99991,s2-supercomputer,Albania,2008,6226,414,True
123456779,My SQ Man,99995,s6-supercomputer,Azerbaijan,1970,2690,582,False
123456773,ABC Dogma,99980,s6-supercomputer,Jordan,2005,2750,517,False
123456776,Pryianka Ji,99980,s3-supercomputer,Mozambique,1983,6690,458,False
123456780,Kirlosker Service Center,99980,s1-supercomputer,Comoros,1980,4960,595,False
123456774,Kulas Inc,99996,s7-supercomputer,Cuba,1987,3779,387,True
123456780,Gen Power,99993,s10-supercomputer,China,2019,5365,451,True
123456786,Kulas Inc,99989,s2-supercomputer,Cuba,2014,4614,445,True
123456776,GitHub,99991,s1-supercomputer,South Africa,1993,7020,318,False
123456786,Super Sexy Dingo,99996,s11-supercomputer,Australia,1974,1968,350,True
123456785,Loolo INC,99989,s4-supercomputer,Kiribati,1992,3240,362,True
123456770,Kirlosker Service Center,99982,s1-supercomputer,Albania,2012,7067,632,True
123456777,SAS Web Tec,99983,s7-supercomputer,Libyan Arab Jamahiriya,1973,9366,365,True
123456785,Name IT,99991,s7-supercomputer,Cook Islands,2016,8716,16,True
123456773,ABC Dogma,99995,s1-supercomputer,Gambia,1974,285,380,False
123456780,Gen Power,99995,s5-supercomputer,United States Minor Outlying Islands,1982,275,380,False
123456774,SAS Web Tec,99980,s2-supercomputer,Czech Republic,2015,9731,652,False
123456786,Loolo INC,99985,s3-supercomputer,Peru,2008,8903,51,True
123456778,Name IT,99993,s10-supercomputer,Papua New Guinea,2011,8172,380,False
123456771,ABC Dogma,99982,s9-supercomputer,Guam,1971,9970,515,False
123456786,Pryianka Ji,99991,s11-supercomputer,Iran,1971,150,271,False
123456774,Gen Power,99996,s2-supercomputer,Christmas Island,2004,2839,447,True
123456786,SAS Web Tec,99990,s1-supercomputer,Micronesia,2018,520,298,False
123456785,Gen Power,99997,s5-supercomputer,Zambia,1994,5064,369,True
123456775,Gen Power,99996,s7-supercomputer,Egypt,1994,9963,228,True
123456789,Gen Power,99991,s9-supercomputer,Azerbaijan,2008,4717,57,True
123456779,GitHub,99991,s10-supercomputer,Lebanon,1972,5896,184,True
123456785,ABC Dogma,99996,s9-supercomputer,Egypt,2001,9472,618,False
123456783,Kulas Inc,99993,s2-supercomputer,Tokelau,2001,6912,570,True
123456775,Kirlosker Service Center,99992,s2-supercomputer,Singapore,2016,9307,247,False
123456774,GitHub,99986,s11-supercomputer,Guinea,1970,4718,483,True
123456786,SAS Web Tec,99985,s5-supercomputer,Tunisia,1976,3902,379,True
123456781,Super Sexy Dingo,99987,s7-supercomputer,United States Virgin Islands,1985,1609,525,False
123456770,Loolo INC,99986,s8-supercomputer,Svalbard & Jan Mayen Islands,2009,6704,317,False
123456773,ABC Dogma,99986,s1-supercomputer,Pitcairn Islands,2001,5396,148,False
123456786,SAS Web Tec,99995,s7-supercomputer,Ecuador,1993,8562,193,False
123456785,Kirlosker Service Center,99997,s9-supercomputer,Cote d'Ivoire,1984,1880,269,False
123456770,GitHub,99991,s3-supercomputer,Sao Tome and Principe,1998,3523,297,False
123456783,Will LLC,99983,s6-supercomputer,Korea,1986,9786,626,True
123456784,ABC Dogma,99990,s4-supercomputer,Guinea-Bissau,1977,8177,579,True
123456785,ABC Dogma,99990,s2-supercomputer,Rwanda,1979,3261,120,True
123456787,Kulas Inc,99998,s9-supercomputer,Tokelau,2005,3057,609,False
123456772,GitHub,99997,s8-supercomputer,Honduras,1991,7848,699,False
123456770,ABC Dogma,99995,s7-supercomputer,Andorra,1981,8299,421,True
123456776,Kulas Inc,99996,s6-supercomputer,Micronesia,2011,9082,543,True
123456775,Kirlosker Service Center,99999,s6-supercomputer,Ghana,1970,1399,648,True
123456789,GitHub,99983,s7-supercomputer,Italy,2000,5793,230,True
123456788,Will LLC,99995,s7-supercomputer,Sao Tome and Principe,1978,3744,560,True
123456771,Will LLC,99999,s6-supercomputer,Niue,2019,5644,113,True
123456777,Loolo INC,99987,s8-supercomputer,Burkina Faso,2017,7467,51,True
123456779,Kirlosker Service Center,99991,s5-supercomputer,Panama,1997,5162,429,False
123456788,GitHub,99986,s2-supercomputer,Kyrgyz Republic,2004,2067,651,False
123456783,Kulas Inc,99981,s1-supercomputer,Tajikistan,2003,2862,637,False
123456775,Loolo INC,99982,s7-supercomputer,Macedonia,1991,2208,74,False
123456777,Kulas Inc,99992,s8-supercomputer,Northern Mariana Islands,2018,5155,409,True
123456788,Super Sexy Dingo,99997,s4-supercomputer,Zimbabwe,2006,5060,173,False
123456781,Name IT,99982,s4-supercomputer,Korea,2009,7388,296,False
123456778,Name IT,99989,s11-supercomputer,French Southern Territories,1997,9568,555,True
123456778,Gen Power,99980,s2-supercomputer,El Salvador,1971,1904,469,False
123456783,Kirlosker Service Center,99987,s5-supercomputer,Togo,1977,927,239,True
123456779,My SQ Man,99986,s11-supercomputer,Hungary,2007,4802,56,True
123456788,Name IT,99980,s8-supercomputer,Afghanistan,2005,3150,421,False
123456784,ABC Dogma,99987,s9-supercomputer,Iceland,2013,8534,337,True
123456773,GitHub,99998,s4-supercomputer,Rwanda,1970,3250,367,False
123456776,ABC Dogma,99985,s4-supercomputer,Kazakhstan,2018,8954,199,False
123456782,Loolo INC,99999,s10-supercomputer,Hungary,1991,457,317,True
123456777,Kirlosker Service Center,99999,s5-supercomputer,Reunion,1996,3065,190,True
123456779,Gen Power,99996,s11-supercomputer,Myanmar,2007,4575,400,True
123456788,Will LLC,99981,s7-supercomputer,Puerto Rico,1995,5125,304,False
123456776,Will LLC,99987,s10-supercomputer,Maldives,1977,8781,114,True
123456780,Loolo INC,99993,s11-supercomputer,Oman,1986,5557,375,True
123456782,SAS Web Tec,99997,s7-supercomputer,Monaco,2012,5731,556,True
123456775,Will LLC,99990,s9-supercomputer,Eritrea,2007,8433,230,False
123456780,Kirlosker Service Center,99980,s11-supercomputer,Suriname,1984,9949,250,True
123456776,Name IT,99982,s9-supercomputer,Guadeloupe,2009,6279,503,True
123456774,SAS Web Tec,99989,s8-supercomputer,Israel,2008,14,165,False
123456775,Loolo INC,99997,s8-supercomputer,Guyana,2018,5940,65,True
123456772,ABC Dogma,99981,s3-supercomputer,Mozambique,1974,3594,274,True
123456775,ABC Dogma,99980,s6-supercomputer,Qatar,2013,5801,539,True
123456786,Will LLC,99987,s2-supercomputer,Mauritania,2013,9144,32,True
123456773,Super Sexy Dingo,99994,s2-supercomputer,Svalbard & Jan Mayen Islands,1979,9640,289,True
123456785,Name IT,99994,s6-supercomputer,Cameroon,1977,6864,231,False
123456777,ABC Dogma,99980,s4-supercomputer,Egypt,1970,1138,560,False
123456778,SAS Web Tec,99985,s11-supercomputer,Montenegro,1999,207,548,False
123456772,Name IT,99981,s3-supercomputer,Canada,1992,7642,431,False
123456778,Loolo INC,99996,s8-supercomputer,New Caledonia,1986,2981,604,True
123456788,Pryianka Ji,99997,s9-supercomputer,Algeria,2016,691,59,True
123456785,Loolo INC,99987,s5-supercomputer,Gibraltar,1994,3089,307,True
123456784,Will LLC,99990,s1-supercomputer,Croatia,2019,9452,524,False
123456789,SAS Web Tec,99993,s2-supercomputer,Armenia,1993,3808,393,False
123456785,Kirlosker Service Center,99992,s10-supercomputer,Uganda,1992,7378,479,False
123456775,SAS Web Tec,99985,s6-supercomputer,Nigeria,2010,7844,268,False
123456779,Will LLC,99998,s3-supercomputer,Bermuda,1982,1563,530,True
123456788,Will LLC,99997,s4-supercomputer,Haiti,2006,9799,295,True
123456789,Kulas Inc,99996,s2-supercomputer,New Caledonia,2004,673,141,True
123456778,ABC Dogma,99989,s11-supercomputer,Lesotho,1989,3572,251,False
123456782,Kulas Inc,99985,s8-supercomputer,Spain,2008,554,666,False
123456786,ABC Dogma,99985,s11-supercomputer,Finland,2016,3736,569,False
123456784,Name IT,99997,s11-supercomputer,Norfolk Island,1984,5074,483,True
123456779,Name IT,99987,s1-supercomputer,Greece,1998,5122,130,False
123456779,SAS Web Tec,99982,s4-supercomputer,Bermuda,2016,292,389,False
123456788,ABC Dogma,99981,s6-supercomputer,Sao Tome and Principe,2000,1088,592,True
123456779,Kulas Inc,99985,s3-supercomputer,Finland,1978,3149,211,True
123456771,Pryianka Ji,99982,s6-supercomputer,Singapore,2006,5605,16,False
123456774,ABC Dogma,99997,s5-supercomputer,Lao People's Democratic Republic,1973,6223,636,True
123456784,Pryianka Ji,99986,s1-supercomputer,Canada,2012,5359,419,True
123456779,Kulas Inc,99983,s6-supercomputer,Isle of Man,1977,6717,134,True
123456770,Pryianka Ji,99989,s1-supercomputer,Moldova,2003,1517,71,True
123456780,Gen Power,99999,s7-supercomputer,Gabon,1999,2013,571,False
123456789,ABC Dogma,99985,s9-supercomputer,United Kingdom,1999,6776,202,True
123456777,Loolo INC,99991,s9-supercomputer,Guyana,1980,5339,195,True
123456779,My SQ Man,99995,s9-supercomputer,Palau,1995,8076,372,False
123456778,My SQ Man,99982,s1-supercomputer,Aruba,2003,1390,433,True
123456787,Name IT,99993,s7-supercomputer,Tajikistan,2017,9927,439,True
123456789,ABC Dogma,99997,s7-supercomputer,Denmark,2007,8244,164,True
123456775,GitHub,99983,s6-supercomputer,Tajikistan,1980,3801,363,False
123456775,Loolo INC,99998,s6-supercomputer,Benin,1988,7178,44,True
123456787,Super Sexy Dingo,99985,s9-supercomputer,Congo,2010,714,66,False
123456785,ABC Dogma,99982,s7-supercomputer,Luxembourg,2015,4034,376,True
123456784,SAS Web Tec,99981,s9-supercomputer,Bosnia and Herzegovina,1978,1371,224,False
123456780,Kulas Inc,99999,s7-supercomputer,Marshall Islands,2000,7448,557,False
123456789,Pryianka Ji,99987,s9-supercomputer,Argentina,1983,6276,320,True
123456785,Kirlosker Service Center,99995,s10-supercomputer,Greenland,1975,7536,695,False
123456776,Name IT,99982,s5-supercomputer,Christmas Island,1999,4584,149,True
123456772,Kirlosker Service Center,99992,s1-supercomputer,Angola,1973,1631,231,True
123456774,Loolo INC,99994,s3-supercomputer,Macao,1984,5083,204,True
123456773,SAS Web Tec,99998,s10-supercomputer,Azerbaijan,1993,9214,162,True
123456783,SAS Web Tec,99995,s9-supercomputer,Nepal,1998,266,375,True
123456785,My SQ Man,99992,s1-supercomputer,Madagascar,1993,6544,25,True
123456785,Will LLC,99990,s11-supercomputer,Ethiopia,2009,8688,292,True
123456786,Super Sexy Dingo,99991,s4-supercomputer,Malawi,1994,6014,500,True
123456774,Super Sexy Dingo,99995,s7-supercomputer,Grenada,1997,2144,213,True
123456775,Kulas Inc,99986,s5-supercomputer,Cook Islands,2017,5684,561,True
123456776,ABC Dogma,99995,s7-supercomputer,Reunion,1990,9507,611,True
123456780,Kirlosker Service Center,99986,s5-supercomputer,British Indian Ocean Territory (Chagos Archipelago),2017,4599,74,True
123456774,Loolo INC,99999,s1-supercomputer,French Guiana,2000,8657,375,False
123456782,My SQ Man,99996,s3-supercomputer,Netherlands,2011,1654,686,False
123456781,Super Sexy Dingo,99990,s10-supercomputer,Ecuador,1986,7519,504,True
123456780,Loolo INC,99985,s8-supercomputer,Guatemala,1992,1080,106,True
123456773,My SQ Man,99983,s3-supercomputer,Mexico,1976,9646,260,True
123456780,ABC Dogma,99998,s7-supercomputer,Brazil,1984,1115,645,False
123456774,Super Sexy Dingo,99980,s10-supercomputer,Barbados,1981,1350,471,False
123456771,Gen Power,99982,s7-supercomputer,Hong Kong,1984,8504,240,True
123456786,Name IT,99991,s5-supercomputer,Cameroon,1979,5565,180,False
123456776,Gen Power,99991,s8-supercomputer,British Indian Ocean Territory (Chagos Archipelago),1994,2280,567,False
123456771,Will LLC,99997,s1-supercomputer,Mongolia,1984,7501,449,False
123456775,ABC Dogma,99995,s6-supercomputer,Myanmar,2006,7600,80,False
123456773,Pryianka Ji,99983,s7-supercomputer,Croatia,1987,7697,323,False
123456770,Name IT,99996,s9-supercomputer,Holy See (Vatican City State),1994,396,131,False
123456777,GitHub,99990,s2-supercomputer,Canada,2015,7436,144,True
123456783,Name IT,99985,s5-supercomputer,Libyan Arab Jamahiriya,2008,8591,338,True
123456779,My SQ Man,99994,s5-supercomputer,Cote d'Ivoire,1990,7907,179,False
123456772,ABC Dogma,99995,s1-supercomputer,Denmark,1980,1781,499,True
123456788,Kirlosker Service Center,99995,s4-supercomputer,Rwanda,2013,9750,327,True
123456779,Pryianka Ji,99983,s2-supercomputer,Maldives,2017,8307,450,False
123456778,My SQ Man,99985,s6-supercomputer,Falkland Islands (Malvinas),2016,8336,464,False
123456788,SAS Web Tec,99998,s3-supercomputer,Sierra Leone,1991,2002,327,True
123456773,Super Sexy Dingo,99986,s3-supercomputer,Cook Islands,2013,6675,674,False
123456777,Name IT,99985,s5-supercomputer,Dominica,1999,5063,41,True
123456771,Super Sexy Dingo,99982,s2-supercomputer,Bosnia and Herzegovina,2013,6958,324,True
123456786,Kirlosker Service Center,99982,s7-supercomputer,Somalia,1971,3048,287,True
123456777,Will LLC,99983,s10-supercomputer,Netherlands,1977,1491,475,True
123456789,Name IT,99997,s9-supercomputer,Belgium,1980,3949,548,True
123456783,Name IT,99995,s9-supercomputer,American Samoa,1989,2509,425,True
123456777,Gen Power,99985,s5-supercomputer,Andorra,2013,3884,636,True
123456777,GitHub,99982,s11-supercomputer,Belize,2003,7332,354,True
123456772,Name IT,99986,s10-supercomputer,Saint Vincent and the Grenadines,1989,6840,296,True
123456781,ABC Dogma,99991,s5-supercomputer,Bolivia,1974,642,620,True
123456781,Name IT,99985,s1-supercomputer,British Virgin Islands,1979,8057,31,False
123456786,Kirlosker Service Center,99993,s6-supercomputer,Guadeloupe,1990,5780,540,True
123456780,Kulas Inc,99981,s1-supercomputer,Syrian Arab Republic,1988,9117,326,True
123456784,ABC Dogma,99990,s3-supercomputer,Saint Martin,1991,9255,422,True
123456776,Will LLC,99986,s3-supercomputer,Cuba,1982,2963,449,True
123456787,Pryianka Ji,99991,s3-supercomputer,Cook Islands,2008,9083,337,False
123456772,Kulas Inc,99996,s5-supercomputer,Korea,2001,6370,382,True
123456772,Name IT,99987,s1-supercomputer,Bolivia,1987,153,519,False
123456777,Will LLC,99995,s5-supercomputer,Montserrat,1974,1554,192,True
123456771,Will LLC,99992,s10-supercomputer,Sao Tome and Principe,1996,2858,603,True
123456780,Will LLC,99995,s6-supercomputer,Korea,2011,8718,633,True
123456770,Will LLC,99982,s9-supercomputer,Czech Republic,2019,1705,121,False
123456782,Gen Power,99994,s3-supercomputer,Slovenia,2007,3673,435,False
123456770,Pryianka Ji,99983,s5-supercomputer,Venezuela,2014,8923,162,False
123456778,Super Sexy Dingo,99994,s9-supercomputer,Spain,2008,4733,182,True
123456771,ABC Dogma,99985,s3-supercomputer,Solomon Islands,2007,5348,427,True
123456781,My SQ Man,99981,s5-supercomputer,Cayman Islands,1984,8125,160,False
123456771,SAS Web Tec,99980,s5-supercomputer,Egypt,1995,2526,197,False
123456781,GitHub,99994,s8-supercomputer,Cote d'Ivoire,1998,6947,22,False
123456771,Gen Power,99980,s10-supercomputer,Nicaragua,1990,7232,363,True
123456788,Kirlosker Service Center,99981,s8-supercomputer,Ethiopia,1978,5004,197,False
123456786,Kirlosker Service Center,99982,s7-supercomputer,Malta,2016,5085,288,False
123456787,Super Sexy Dingo,99990,s11-supercomputer,Guinea,1981,9797,312,False
123456784,Super Sexy Dingo,99983,s1-supercomputer,Latvia,2008,7076,115,True
123456776,Loolo INC,99995,s9-supercomputer,Afghanistan,2008,3243,684,True
123456774,Gen Power,99999,s8-supercomputer,Trinidad and Tobago,2013,9560,109,True
123456782,Pryianka Ji,99983,s8-supercomputer,Slovenia,1978,3125,304,False
123456777,ABC Dogma,99994,s5-supercomputer,Lebanon,1980,5191,613,False
123456770,Name IT,99980,s10-supercomputer,Kenya,2015,1633,308,True
123456772,My SQ Man,99990,s10-supercomputer,Latvia,2013,7505,197,False
123456783,Will LLC,99989,s9-supercomputer,Colombia,1973,5544,20,True
123456774,GitHub,99997,s3-supercomputer,Indonesia,2001,5062,541,False
123456788,Kirlosker Service Center,99981,s7-supercomputer,Saint Lucia,2008,2389,357,False
123456784,Kulas Inc,99990,s9-supercomputer,Montserrat,2006,5302,365,False
123456789,Kirlosker Service Center,99980,s11-supercomputer,Guam,2018,9154,640,True
123456777,Loolo INC,99996,s7-supercomputer,New Zealand,1991,654,574,False
123456787,SAS Web Tec,99995,s11-supercomputer,Denmark,1974,7460,27,True
123456779,GitHub,99991,s7-supercomputer,Tokelau,1974,2176,132,True
123456772,SAS Web Tec,99996,s4-supercomputer,Serbia,1987,8042,391,False
123456771,Super Sexy Dingo,99990,s1-supercomputer,Cyprus,1983,453,594,True
123456778,Super Sexy Dingo,99983,s2-supercomputer,Yemen,2018,6665,274,True
123456777,Super Sexy Dingo,99993,s5-supercomputer,Qatar,2004,9402,307,True
123456773,ABC Dogma,99998,s2-supercomputer,Lithuania,2017,5776,488,True
123456771,Gen Power,99996,s10-supercomputer,Saint Helena,1979,7101,188,True
123456780,Loolo INC,99985,s9-supercomputer,Chad,1988,2410,699,True
123456786,Will LLC,99983,s11-supercomputer,Palestinian Territory,1975,9324,246,True
123456779,SAS Web Tec,99990,s10-supercomputer,Argentina,1972,7829,507,True
123456779,My SQ Man,99994,s7-supercomputer,Northern Mariana Islands,2003,2415,437,False
123456772,Loolo INC,99991,s9-supercomputer,Spain,1979,3176,675,True
123456788,Will LLC,99980,s4-supercomputer,Ireland,2005,6135,285,True
123456775,My SQ Man,99992,s7-supercomputer,Western Sahara,1999,5776,244,True
123456772,Kirlosker Service Center,99999,s1-supercomputer,Luxembourg,1981,4151,587,False
123456783,GitHub,99981,s7-supercomputer,Hong Kong,2018,2251,174,True
123456785,My SQ Man,99995,s10-supercomputer,Afghanistan,1971,433,161,True
123456788,Pryianka Ji,99993,s3-supercomputer,Luxembourg,2013,6086,362,True
123456778,SAS Web Tec,99996,s9-supercomputer,Saint Pierre and Miquelon,2009,6666,251,False
123456780,Loolo INC,99997,s11-supercomputer,Liberia,2016,3041,180,False
123456784,Name IT,99993,s9-supercomputer,Jamaica,1996,9293,643,True
123456772,SAS Web Tec,99996,s2-supercomputer,Heard Island and McDonald Islands,2005,5003,432,False
123456782,Pryianka Ji,99993,s3-supercomputer,Hungary,1985,4835,607,True
123456770,Kulas Inc,99980,s9-supercomputer,Pakistan,2007,2353,37,False
123456770,Gen Power,99994,s4-supercomputer,Puerto Rico,1974,6550,262,True
123456772,My SQ Man,99996,s4-supercomputer,Malawi,2013,4079,355,True
123456789,Pryianka Ji,99986,s4-supercomputer,Tajikistan,1980,334,282,True
123456789,ABC Dogma,99993,s5-supercomputer,United Arab Emirates,1993,314,488,True
123456773,Pryianka Ji,99997,s3-supercomputer,Comoros,1999,410,289,True
123456771,Name IT,99983,s1-supercomputer,Niger,2012,2825,531,False
123456789,Kirlosker Service Center,99990,s3-supercomputer,Pakistan,1992,7969,82,True
123456772,Name IT,99992,s9-supercomputer,British Indian Ocean Territory (Chagos Archipelago),1999,6434,263,False
123456782,Pryianka Ji,99999,s1-supercomputer,Zambia,2013,7585,683,False
123456775,GitHub,99981,s1-supercomputer,Mauritius,1998,6491,266,True
123456773,Will LLC,99986,s1-supercomputer,Syrian Arab Republic,1970,8520,499,False
123456779,Super Sexy Dingo,99990,s5-supercomputer,El Salvador,1974,6940,561,False
123456786,GitHub,99995,s1-supercomputer,Solomon Islands,2019,9165,199,True
123456780,ABC Dogma,99991,s3-supercomputer,Grenada,2012,5607,90,False
123456787,Name IT,99986,s1-supercomputer,Sierra Leone,1975,1525,346,True
123456788,Gen Power,99996,s11-supercomputer,Hong Kong,1995,8315,26,False
123456774,GitHub,99996,s6-supercomputer,China,1981,405,660,False
123456775,Loolo INC,99986,s8-supercomputer,Falkland Islands (Malvinas),1986,1737,496,False
123456788,SAS Web Tec,99998,s10-supercomputer,Palau,1997,9092,499,True
123456773,ABC Dogma,99980,s11-supercomputer,Latvia,1987,8528,57,True
123456782,Pryianka Ji,99982,s1-supercomputer,Guyana,2009,9509,635,False
123456786,Pryianka Ji,99981,s1-supercomputer,Andorra,2012,9739,183,True
123456778,Kulas Inc,99987,s10-supercomputer,Cayman Islands,2017,1727,406,False
123456789,Kulas Inc,99997,s7-supercomputer,Mozambique,2003,611,86,True
